,Name,Link,Location,Number,Email,Website,Description
876,empower-oyj,https://www.mwcbarcelona.com/exhibitor/empower-oyj/,Hall 5 Stand 5C41,,matti.karhu@empower.fi,http://www.empower.eu,Empower is a multinational company realizing smart society essentials. 
877,emtake-inc,https://www.mwcbarcelona.com/exhibitor/emtake-inc/,Hall 7 Stand 7H23,,jason@emtake.com,http://www.emtake.com,Affordable Thermal Sensor(Microbolometer) and
878,enaza-dev-llc,https://www.mwcbarcelona.com/exhibitor/enaza-dev-llc/,Hall 7 Stand 7N75,,dvrabie@enazadev.ru,,"We are a team of Russian IT specialists. We actively develop complex Internet solutions and successfully integrate them with Large Mobile Operators such as Rostelecom, Ertelecom, TeliaSonera Co. The desire to create, bright heads, skillful hands, professional skills – the secret of the emergence and success of our musical streaming service based on the Enazа Dev platform."
879,encore-repair-services,https://www.mwcbarcelona.com/exhibitor/encore-repair-services/,Hall 5 Stand 5L33MR,,rlewis@encorerepair.com,http://www.encorerepair.com,"At Encore, we deliver the industry’s most innovative, technically advanced and highest quality repair and remanufacturing solutions.  We’re an R2 certified organization with a global footprint and provide our customers with “one of a kind” solutions.  We are compelled to do everything the right way and are committed to using only authentic OEM parts in the repair and remanufacture process.  From device recovery and sales to remanufacturing and reclamation, we create value for Carriers, OEMs, Insurance Providers, Retailers, Wholesalers and Enterprises around the world.  We’re transparent in everything we do and invite you to become a part of our ecosystem."
880,endeavour-technology-limited,https://www.mwcbarcelona.com/exhibitor/endeavour-technology-limited/,Hall 7 Stand 7D71,,,,
881,enduraid-ltd,https://www.mwcbarcelona.com/exhibitor/enduraid-ltd/,Hall M8,,gabor.kindl@enduraid.me,,"Enduraid is a mobile application for endurance athletes, which creates the most optimal race nutrition protocol to the challenges of race or training"
882,enea-software-ab,https://www.mwcbarcelona.com/exhibitor/enea-software-ab/,Hall 6 Stand 6G10,,,,
883,enelt-group-co-ltd,https://www.mwcbarcelona.com/exhibitor/enelt-group-co-ltd/,Hall 7 Stand 7N85,,info@enelt.com,http://www.enelt.com,"""ENELT Group"" is a production and engineering company established in 2007. For 10 years we have created a strong company of professionals that was able to create world-class products."
884,enensys-technologies,https://www.mwcbarcelona.com/exhibitor/enensys-technologies/,Hall 5 Stand 5B81,,sandrine.konnecke@teamcast.com,,"ENENSYS Technologies is a leading provider of Broadcast infrastructure solutions in Digital Terrestrial Television and Telecom Networks. Its solutions are sold to over 400 customers worldwide via four recognized brands – ENENSYS Networks, Expway, TeamCast and TestTree. With the recent acquisition of Expway, ENENSYS becomes the LTE Broadcast content delivery expert, enabling network operators and device manufacturers to monetize the video-streaming explosion. It is the only vendor to offer a complete end-to-end, open solution providing both the multicast server and the device middleware. Our Customers are Mobile Network Operators, Global System Integrators and Mission Critical and Public Safety System Integrators."
885,enercamp-co-ltd,https://www.mwcbarcelona.com/exhibitor/enercamp-co-ltd/,Hall 1 Stand 1C51,,,http://www.enercamp.com,ENERCAMP : Smart life anywhere ENERCAMP is an acronym for `energy basecamp`.We want to live a life where smart energy is enjoyed everywhere.We are developing smart battery chargers to large capacity smart power stations.These services provide a more convenient life beyond the time and space constraints.ENERCAMP has the flexibility and expandability that start-ups can have and the innovative products and servicesWe will continue to challenge the world market.
886,energous-corporation,https://www.mwcbarcelona.com/exhibitor/energous-corporation/,Hall 2 Stand 2A38MR,,gbell@energous.com,http://www.energous.com,"Energous is leading the next generation of wireless charging – Wireless Charging 2.0 – with its award-winning WattUp® technology, which supports fast, efficient contact-based charging, as well as charging over-the-air. WattUp is a scalable, RF-based wireless charging technology that offers substantial improvements in contact-based charging efficiency, foreign object detection, orientation freedom and thermal performance compared to older, coil-based charging technologies. The technology can be designed into many different sized electronic devices for the home and office, as well as the medical, industrial, retail and automotive industries, and it ensures interoperability across products."
887,enermed,https://www.mwcbarcelona.com/exhibitor/enermed/,Hall 8,,,http://www.enermed.it,Enermed is an innovative energy operator with a demonstrated history of research and development. We believe in providing green solutions for companies and individuals. We want to help you improve your life and business by making better decisions on how to manage your energy in a sustainable way.
888,eneza-education,https://www.mwcbarcelona.com/exhibitor/eneza-education/,Hall M8,,carole@enezaeducation.com,,"Eneza Education increases literacy level and school performance for African by providing them with a mobile-based, gamified learning system."
889,engagine,https://www.mwcbarcelona.com/exhibitor/engagine/,Hall 8,,marketplace@engagine.io,,engagine: A programmatic exchange that drives results.
890,enghouse-networks,https://www.mwcbarcelona.com/exhibitor/enghouse-networks/,Hall 5 Stand 5G71,,,,"Managing, monetizing, and protecting networks in digital transformation."
891,engitek,https://www.mwcbarcelona.com/exhibitor/engitek/,Hall 5 Stand 5F61,,ssinan.aydogdu@gmail.com,,ENGITEK ENGINEERING TECHNOLOGIES LTD.
892,enimbos,https://www.mwcbarcelona.com/exhibitor/enimbos/,Hall Congress Square Stand CS50,,jdlcuerda@enimbos.com,http://www.enimbos.com,"We use the most innovative technologies and develop our own Software as a Service platform, to increase control, automate and secure the hybrid and multicloud environment for large Corporations, reducing their costs over a 40%. Our value proposition covers from the Business Continuity to the Governance and 24/7 Support in on-premises and cloud based IT infrastructures."
893,ensibuuko,https://www.mwcbarcelona.com/exhibitor/ensibuuko/,Hall M8,,,,
894,ensilica-limited,https://www.mwcbarcelona.com/exhibitor/ensilica-limited/,Hall 7 Stand 7A11,,info@ensilica.com,http://www.ensilica.com,"Founded in 2001, EnSilica Limited is headquartered in Wokingham, Berkshire with design centres in Oxford, Cambridge UK and Bangalore, India.  It is a leading fabless design house focused on complete turn-key chip and systems design, development and supply. The company has world-class expertise in supplying custom analog, mixed-signal and digital IC’s to its customers worldwide in the automotive, industrial and IoT markets. EnSilica has a track record in delivering high quality solutions to demanding industry standards. For further information about EnSilica, visit http://www.ensilica.com."
895,enterprise-estonia,https://www.mwcbarcelona.com/exhibitor/enterprise-estonia/,Hall 8,,,http://www.eas.ee,Enterprise Estonia (EAS) is the largest public entrepreneurship-supporting organisation in Estonia.
896,enterprise-ireland,https://www.mwcbarcelona.com/exhibitor/enterprise-ireland/,Hall 7 Stand 7D71,,sean.mckeown@enterprise-ireland.com,http://www.enterprise-ireland.com,"Enterprise Ireland is the primary State agency responsible for the development and growth of Irish enterprises in world markets. With over 30 offices worldwide, our local sectoral specialists work with customers to understand their unique challenges and match them with Irish suppliers that can deliver leading edge products and services."
897,entidad-publica-empresarial-red-es,https://www.mwcbarcelona.com/exhibitor/entidad-publica-empresarial-red-es/,Halls,,,,
898,entrust-datacard-safelayer,https://www.mwcbarcelona.com/exhibitor/entrust-datacard-safelayer/,Hall Congress Square Stand CS30,,julie.lassabliere@safelayer.com,,"Consumers, citizens and employees increasingly expect anywhere-anytime experiences — whether they are making purchases, crossing borders, accessing e-gov services or logging onto corporate networks. Entrust Datacard offers the trusted identity and secure transaction technologies that make those experiences reliable and secure. Solutions range from the physical world of financial cards, passports and ID cards to the digital realm of authentication, certificates and secure communications. Barcelona based company, Safelayer, joined Entrust Datacard few months ago. Since 1999, Safelayer provides e-governmental agencies, financial institutions, corporations and trust service providers worldwide with strong authentication, sturdy encryption and e-signature software securing digital ID, corporate data, transactions, cloud-based applications and IoT."
